n_articles,articles,authors,title,work,publisher,year,identifier,url,unlinked,type
1,Dunhuang manuscripts,"Jacobs, Justin",The compensations of plunder: how China lost its treasures,,University of Chicago Press,2020,978-0-226-71201-7,,True,cite book
1,Sogdia,"Wan, Lei",The earliest Muslim communities in China,,King Faisal Center For Research and Islamic Studies,2017,978-603-8206-39-3,https://www.kfcris.com/pdf/6b438689cf0f36eb4ce727e76d747c3d5af140055feaf.pdf,False,cite book
1,Palmyra,"Whittow, Mark; Robinson",The formation of the Islamic World. Sixth to Eleventh Centuries,,Cambridge University Press,2010,978-1-316-18430-1,,True,cite book
1,Kushan Empire,"Runion, Meredith L.",The history of Afghanistan,,Greenwood Press,2007,978-0-313-33798-7,,True,cite book
1,Mogao Caves,Rihard M. Branhart; Nie Chongzheng; James Cahill; Lang Shaojun; Wu Hung; Yang Xin,Three Thousands Years of Chinese Paintings,,Yale University Press,1997,978-0-300-07013-2,https://archive.org/details/threethousandyea0000unse,False,cite book
1,Kushan Empire,"Hill, John E.","Through the Jade Gate to Rome: A Study of the Silk Routes during the Later Han Dynasty, First to Second Centuries CE",,BookSurge,2009,978-1-4392-2134-1,,True,cite book
1,Palmyra,"Hudson, Leila G.",Transforming Damascus: Space and Modernity in an Islamic City,,Tauris Academic Studies,2008,978-1-84511-579-1,,True,cite book
1,Dunhuang manuscripts,"Galambos, Imre",Translating Chinese Tradition and Teaching Tangut Culture: Manuscripts and Printed Books from Khara-Khoto,,DeGruter,2015,978-3-11-045395-9,,True,cite book
1,Palmyra,"Howard, Michael C.",Transnationalism in Ancient and Medieval Societies: The Role of Cross-Border Trade and Travel,,McFarland,2012,978-0-7864-9033-2,,True,cite book
1,Palmyra,"Watson, William E.",Tricolor and Crescent: France and the Islamic World,,Praeger Publishers,2003,978-0-275-97470-1,,True,cite book
1,Palmyra,"Raja, Rubina","Urban Development and Regional Identity in the Eastern Roman Provinces, 50 BC-AD 250: Aphrodisias, Ephesos, Athens, Gerasa",,Museum Tusculanum Press,2012,978-87-635-2606-7,,True,cite book
1,Silk Road,"Watt, James C. Y.; Wardwell, Anne E.",When silk was gold: Central Asian and Chinese textiles,,The Metropolitan Museum of Art,1997,978-0-87099-825-6,,True,cite book
1,Palmyra,"Cobb, Paul M.","White Banners: Contention in 'Abbasid Syria, 750–880",,State University of New York Press,2001,978-0-7914-4880-9,,True,cite book
1,Silk Road,"Pollard, Elizabeth; Rosenberg, Clifford; Tignor, Robert",Worlds Together Worlds Apart,,Norton,2011,978-0-393-91847-2,https://archive.org/details/worldstogetherwo03alti,False,cite book
1,Palmyra,"Zahran, Yasamin",Zenobia between Reality and Legend,,Archaeopress,2003,978-1-84171-537-7,,True,cite book
1,Kushan Empire,"Boyce, Mary",Zoroastrians: Their Religious Beliefs and Practices,,Psychology Press,2001,978-0-415-23902-8,https://books.google.com/books?id=a6gbxVfjtUEC&pg=PA83,False,cite book
1,Sogdia,"Kaikodo (Gallery : New York, N.Y.), Sarah Handler",懐古堂,,[[LIT Verlag|LIT]],1999,978-962-7956-20-4,https://books.google.com/books?id=wQpJAQAAIAAJ,False,cite book
1,Sogdia,中國文物硏究所,新中國出土墓誌: 陜西 (no.1-2),,文物出版社,1994,978-7-5010-0662-5,https://books.google.com/books?id=LS8aAQAAMAAJ&q=%E6%98%8E%E7%A7%A6%E5%BA%9C%E6%89%BF%E5%A5%89%E6%AD%A3%E5%BA%B7%E5%85%AC%E5%A2%93%E5%BF%97%E9%93%AD,False,cite book
1,Silk Road,"Lubec, G.; Holauerghsrthbek, J.; Feldl, C.; Lubec, B.; Strouhal, E.",Use of silk in ancient Egypt,Nature,,4 March 1993,10.1038/362025b0,,True,cite journal
1,Sogdia,"Scaglia, Gustina",Central Asians on a Northern Ch'i Gate Shrine,Artibus Asiae,,1958,10.2307/3249023,https://doi.org/10.2307/3249023,False,cite journal
1,Kushan Empire,"Taagepera, Rein","Size and Duration of Empires: Growth-Decline Curves, 600 B.C. to 600 A.D.",[[Social Science History]],,1979,10.2307/1170959,,True,cite journal
1,Palmyra,"Smith, Sidney",Ursu and Ḫaššum,Anatolian Studies,Cambridge University Press on Behalf of the British Institute of Archaeology at Ankara,1956,10.2307/3642395,,True,cite journal
1,Silk Road,"Mahdi, Waruno","Archaeology and Language III: Artefacts languages, and texts",,Routledge,1999,978-0415100540,,True,cite book
1,Sogdia,"Abramson, Marc S.",Ethnic Identity in Tang China,,University of Pennsylvania Press,2011,978-0812201017,https://books.google.com/books?id=-GLGnRspmcAC&dq=%22vast+numbers+of+non-Han+women+served+in+subordinate+positions%22&pg=PA20,False,cite book
1,Gandhara,"Behrendt, Kurt","Gandharan Buddhism: Archaeology, Art, and Texts",,UBC Press,2011,978-0774841283,https://books.google.com/books?id=rtYskEpemWgC,False,cite book
1,Silk Road,"Foltz, Richard",Judaism and the Silk Route,The History Teacher,,1998,10.2307/494416,,True,cite journal
1,Greco-Buddhist art,"Brancaccio, Pia",The Buddhist Caves at Aurangabad: Transformations in Art and Religion,,BRILL,2010,978-9004185258,https://books.google.com/books?id=m_4pXm7dD78C&pg=PA107,False,cite book
1,Greco-Buddhist art,,''Along the ancient silk routes: Central Asian art from the West Berlin State Museums'',,The Metropolitan Museum of Art,1982,9780870993008,http://libmma.contentdm.oclc.org/cdm/compoundobject/collection/p15324coll10/id/33392/rec/2,False,cite book
1,Kushan Empire,"Daniélou, Alain",A Brief History of India,,Simon and Schuster,2003,9781594777943,https://books.google.com/books?id=xlwoDwAAQBAJ&pg=PT111,False,cite book
1,Silk Road,"Liu, Xinru; Adas",Agricultural and Pastoral Societies in Ancient and Classical History,,[[Temple University Press]],2001,1-56639-831-2,,True,cite book
1,Dunhuang manuscripts,"Wilkinson, Endymion",Chinese history: a manual,,Harvard Univ Asia Center,2000,0-674-00249-0,,True,cite book
1,Kushan Empire,"Bopearachchi, Osmund","De l'Indus à l'Oxus, Archéologie de l'Asie Centrale",,Association imago-musée de Lattes,2003,2-9516679-2-2,,True,cite book
1,Mogao Caves,"Tan, Chung",Dunhuang art: through the eyes of Duan Wenjie,,Indira Gandhi National Centre for the Arts,1994,81-7017-313-2,https://books.google.com/books?id=0SdXEVaFTJ0C&pg=233,False,cite book
1,Silk Road,"Manguin, Pierre-Yves",Early Exchange between Africa and the Wider Indian Ocean World,,Palgrave Macmillan,2016,9783319338224,https://books.google.com/books?id=XsvDDQAAQBAJ&pg=PA50,False,cite book
1,Kushan Empire,"Mallory, J. P.",Encyclopedia of Indo-European Culture,,[[Taylor & Francis]],1997,1-884964-98-2,,True,cite book
1,Kushan Empire,"Errington, Elizabeth; Curtis, Vesta Sarkhosh","From Persepolis to the Punjab: Exploring Ancient Iran, Afghanistan and Pakistan",,British Museum Press,2007,9780714111650,https://books.google.com/books?id=x2cuAQAAIAAJ,False,cite book
1,Kushan Empire,"Sen, Sudipta",Ganges: The Many Pasts of an Indian River,,Yale University Press,2019,9780300119169,https://books.google.com/books?id=BHN_DwAAQBAJ&pg=PA205,False,cite book
1,Greco-Buddhist art,"Stier, Hans Erich; Kirsten, Ernst; Aner, Ekkehard","Grosser Atlas zur Weltgeschichte: Vorzeit, Altertum, Mittelalter, Neuzeit",,Georg Westermann Verlag,1978,3-14-100919-8,,True,cite book
1,Gandhara,"Behrendt, Kurt A.",Handbuch der Orientalistik,,BRILL,2004,9789004135956,,True,cite book
